------------------------------------------------------
L2 size  gcc_trace.txt\n
------------------------------------------------------
8	64	4	1984	1	1	1	63640	27966	36360	19105	0.4707	47071	17348	21300	287	248	17387	0.2579	11055	28690	3.9899
16	64	4	1984	1	1	1	63640	30453	36360	15995	0.4645	46448	13809	18159	373	124	14058	0.2195	7735	21917	3.6543
8	64	4	1984	2	1	1	63640	27966	36360	19105	0.4707	47071	15173	21300	16	124	15065	0.2222	9931	25120	3.6649
16	64	4	1984	2	1	1	63640	30453	36360	15995	0.4645	46448	11897	18159	10	62	11845	0.1843	6798	18705	3.3306
8	64	4	1984	4	1	1	63640	27966	36360	19105	0.4707	47071	13652	21300	0	62	13590	0.1997	9276	22928	3.4768
16	64	4	1984	4	1	1	63640	30453	36360	15995	0.4645	46448	10579	18159	0	31	10548	0.1637	6322	16901	3.1581
8	64	4	1984	8	1	1	63640	27966	36360	19105	0.4707	47071	13124	21300	0	31	13093	0.1920	8997	22121	3.4511
16	64	4	1984	8	1	1	63640	30453	36360	15995	0.4645	46448	10025	18159	0	15	10010	0.1552	6087	16112	3.1229
8	64	4	1984	16	1	1	63640	27966	36360	19105	0.4707	47071	13238	21300	0	15	13223	0.1936	9052	22290	3.5610
16	64	4	1984	16	1	1	63640	30453	36360	15995	0.4645	46448	10191	18159	0	7	10184	0.1577	6177	16368	3.2403
8	64	8	1984	1	1	1	63640	27498	36360	19415	0.4691	46913	17323	21427	282	248	17357	0.2576	11047	28652	4.0747
8	64	8	1984	2	1	1	63640	27498	36360	19415	0.4691	46913	15173	21427	15	124	15064	0.2222	9930	25118	3.7546
8	64	8	1984	4	1	1	63640	27498	36360	19415	0.4691	46913	13652	21427	0	62	13590	0.1998	9276	22928	3.5672
8	64	8	1984	8	1	1	63640	27498	36360	19415	0.4691	46913	13126	21427	0	31	13095	0.1921	8998	22124	3.5419
8	64	8	1984	16	1	1	63640	27498	36360	19415	0.4691	46913	13242	21427	0	15	13227	0.1938	9052	22294	3.6516
8	64	1	4032	1	1	1	63640	30859	36360	20419	0.5128	51278	14155	22357	0	504	13651	0.1922	9264	23419	3.5703
16	64	1	4032	1	1	1	63640	32741	36360	16926	0.4967	49667	10511	18801	0	252	10259	0.1535	6036	16547	3.1394
32	64	1	4032	1	1	1	63640	36469	36360	16908	0.5338	53377	8924	18178	0	126	8798	0.1247	4426	13350	3.1080
64	64	1	4032	1	1	1	63640	40467	36360	17086	0.5755	57553	9664	18598	0	63	9601	0.1269	4212	13876	3.5040
8	64	1	4032	2	1	1	63640	30859	36360	20419	0.5128	51278	12356	22357	1	252	12105	0.1678	8573	20930	3.3327
16	64	1	4032	2	1	1	63640	32741	36360	16926	0.4967	49667	8826	18801	2	126	8702	0.1289	5546	14374	2.9016
32	64	1	4032	2	1	1	63640	36469	36360	16908	0.5338	53377	7114	18178	8	63	7059	0.0995	3915	11037	2.8390
64	64	1	4032	2	1	1	63640	40467	36360	17086	0.5755	57553	7532	18598	0	31	7501	0.0989	3529	11061	3.1639
8	64	1	4032	4	1	1	63640	30859	36360	20419	0.5128	51278	11694	22357	0	126	11568	0.1588	8185	19879	3.2660
16	64	1	4032	4	1	1	63640	32741	36360	16926	0.4967	49667	7579	18801	0	63	7516	0.1107	4842	12421	2.7407
32	64	1	4032	4	1	1	63640	36469	36360	16908	0.5338	53377	6315	18178	0	31	6284	0.0883	3409	9724	2.7393
64	64	1	4032	4	1	1	63640	40467	36360	17086	0.5755	57553	6397	18598	0	15	6382	0.0840	3006	9403	3.0039
8	64	1	4032	8	1	1	63640	30859	36360	20419	0.5128	51278	11682	22357	0	63	11619	0.1586	8107	19789	3.3156
16	64	1	4032	8	1	1	63640	32741	36360	16926	0.4967	49667	7366	18801	0	31	7335	0.1076	4752	12118	2.7587
32	64	1	4032	8	1	1	63640	36469	36360	16908	0.5338	53377	5792	18178	0	15	5777	0.0809	3293	9085	2.7108
64	64	1	4032	8	1	1	63640	40467	36360	17086	0.5755	57553	6726	18598	0	7	6719	0.0883	3223	9949	3.1162
8	64	1	4032	16	1	1	63640	30859	36360	20419	0.5128	51278	11802	22357	0	31	11771	0.1603	8206	20008	3.4349
16	64	1	4032	16	1	1	63640	32741	36360	16926	0.4967	49667	7227	18801	0	15	7212	0.1056	4734	11961	2.8373
32	64	1	4032	16	1	1	63640	36469	36360	16908	0.5338	53377	5493	18178	0	7	5486	0.0768	3134	8627	2.7707
64	64	1	4032	16	1	1	63640	40467	36360	17086	0.5755	57553	7212	18598	0	3	7209	0.0947	3421	10633	3.3121
8	64	2	4032	1	1	1	63640	28837	36360	19505	0.4834	48342	14085	21687	113	504	13694	0.2027	9255	23453	3.5090
16	64	2	4032	1	1	1	63640	31224	36360	15986	0.4721	47210	10443	18083	118	252	10309	0.1617	6036	16597	3.1036
32	64	2	4032	1	1	1	63640	35321	36360	15072	0.5039	50393	8823	16907	120	126	8817	0.1329	4419	13362	3.0638
8	64	2	4032	2	1	1	63640	28837	36360	19505	0.4834	48342	12357	21687	1	252	12106	0.1765	8569	20927	3.2670
16	64	2	4032	2	1	1	63640	31224	36360	15986	0.4721	47210	8801	18083	0	126	8675	0.1348	5520	14321	2.8546
32	64	2	4032	2	1	1	63640	35321	36360	15072	0.5039	50393	7090	16907	8	63	7035	0.1055	3899	10997	2.7863
8	64	2	4032	4	1	1	63640	28837	36360	19505	0.4834	48342	11698	21687	0	126	11572	0.1670	8189	19887	3.2001
16	64	2	4032	4	1	1	63640	31224	36360	15986	0.4721	47210	7579	18083	0	63	7516	0.1161	4842	12421	2.6970
32	64	2	4032	4	1	1	63640	35321	36360	15072	0.5039	50393	6315	16907	0	31	6284	0.0938	3409	9724	2.6884
8	64	2	4032	8	1	1	63640	28837	36360	19505	0.4834	48342	11678	21687	0	63	11615	0.1668	8107	19785	3.2457
16	64	2	4032	8	1	1	63640	31224	36360	15986	0.4721	47210	7359	18083	0	31	7328	0.1127	4747	12106	2.7116
32	64	2	4032	8	1	1	63640	35321	36360	15072	0.5039	50393	5793	16907	0	15	5778	0.0861	3293	9086	2.6567
8	64	2	4032	16	1	1	63640	28837	36360	19505	0.4834	48342	11801	21687	0	31	11770	0.1685	8207	20008	3.3593
16	64	2	4032	16	1	1	63640	31224	36360	15986	0.4721	47210	7227	18083	0	15	7212	0.1107	4734	11961	2.7865
32	64	2	4032	16	1	1	63640	35321	36360	15072	0.5039	50393	5493	16907	0	7	5486	0.0816	3134	8627	2.7103
8	64	4	4032	1	1	1	63640	27966	36360	19105	0.4707	47071	14053	21300	98	504	13647	0.2070	9232	23383	3.5148
16	64	4	4032	1	1	1	63640	30453	36360	15995	0.4645	46448	10446	18159	142	252	10336	0.1639	6038	16626	3.1291
8	64	4	4032	2	1	1	63640	27966	36360	19105	0.4707	47071	12360	21300	2	252	12110	0.1808	8569	20931	3.2802
16	64	4	4032	2	1	1	63640	30453	36360	15995	0.4645	46448	8789	18159	0	126	8663	0.1360	5503	14292	2.8756
8	64	4	4032	4	1	1	63640	27966	36360	19105	0.4707	47071	11698	21300	0	126	11572	0.1711	8189	19887	3.2123
16	64	4	4032	4	1	1	63640	30453	36360	15995	0.4645	46448	7573	18159	0	63	7510	0.1172	4836	12409	2.7196
8	64	4	4032	8	1	1	63640	27966	36360	19105	0.4707	47071	11679	21300	0	63	11616	0.1708	8107	19786	3.2568
16	64	4	4032	8	1	1	63640	30453	36360	15995	0.4645	46448	7362	18159	0	31	7331	0.1140	4750	12112	2.7350
8	64	4	4032	16	1	1	63640	27966	36360	19105	0.4707	47071	11800	21300	0	31	11769	0.1726	8207	20007	3.3676
16	64	4	4032	16	1	1	63640	30453	36360	15995	0.4645	46448	7228	18159	0	15	7213	0.1119	4735	11963	2.8081
8	64	8	4032	1	1	1	63640	27498	36360	19415	0.4691	46913	14040	21427	101	504	13637	0.2069	9226	23367	3.6037
8	64	8	4032	2	1	1	63640	27498	36360	19415	0.4691	46913	12360	21427	2	252	12110	0.1809	8568	20930	3.3712
8	64	8	4032	4	1	1	63640	27498	36360	19415	0.4691	46913	11698	21427	0	126	11572	0.1712	8189	19887	3.3035
8	64	8	4032	8	1	1	63640	27498	36360	19415	0.4691	46913	11683	21427	0	63	11620	0.1710	8106	19789	3.3483
8	64	8	4032	16	1	1	63640	27498	36360	19415	0.4691	46913	11795	21427	0	31	11764	0.1726	8207	20002	3.4575
8	2048	1	2048	1	1	1	63640	7661	36360	10667	0.1833	18328	18328	11440	0	256	18072	0.6157	11440	29768	3.0210
16	2048	1	2048	1	1	1	63640	7763	36360	7296	0.1506	15059	15059	8150	0	128	14931	0.6488	8150	23209	2.6983
32	2048	1	2048	1	1	1	63640	8905	36360	5869	0.1477	14774	14774	6713	0	64	14710	0.6876	6713	21487	2.8499
64	2048	1	2048	1	1	1	63640	10789	36360	5333	0.1612	16122	16122	6399	0	32	16090	0.7159	6399	22521	3.3486
128	2048	1	2048	1	1	1	63640	14720	36360	5537	0.2026	20257	20257	7047	0	16	20241	0.7419	7047	27304	4.6457
256	2048	1	2048	1	1	1	63640	17935	36360	6197	0.2413	24132	24132	7882	0	8	24124	0.7538	7882	32014	6.4863
512	2048	1	2048	1	1	1	63640	23352	36360	7614	0.3097	30966	30966	9672	0	4	30962	0.7620	9672	40638	10.6120
1024	2048	1	2048	1	1	1	63640	28108	36360	9312	0.3742	37420	37420	11418	0	2	37418	0.7662	11418	48838	18.3411
2048	2048	1	2048	1	1	1	63640	33103	36360	12211	0.4531	45314	45314	13922	0	1	45313	0.7650	13922	59236	35.2012
8	2048	1	2048	2	1	1	63640	7661	36360	10667	0.1833	18328	13891	11440	6409	128	20172	0.6819	9475	29775	3.2684
16	2048	1	2048	2	1	1	63640	7763	36360	7296	0.1506	15059	10132	8150	3668	64	13736	0.5946	6291	20091	2.5346
32	2048	1	2048	2	1	1	63640	8905	36360	5869	0.1477	14774	8858	6713	2205	32	11031	0.5149	4683	15746	2.3177
64	2048	1	2048	2	1	1	63640	10789	36360	5333	0.1612	16122	9352	6399	1572	16	10908	0.4851	4221	15145	2.5340
128	2048	1	2048	2	1	1	63640	14720	36360	5537	0.2026	20257	11881	7047	1496	8	13369	0.4899	4645	18022	3.4257
256	2048	1	2048	2	1	1	63640	17935	36360	6197	0.2413	24132	15934	7882	2254	4	18184	0.5681	5904	24092	5.2378
512	2048	1	2048	2	1	1	63640	23352	36360	7614	0.3097	30966	21919	9672	2503	2	24420	0.6010	7292	31714	8.8246
1024	2048	1	2048	2	1	1	63640	28108	36360	9312	0.3742	37420	29817	11418	3439	1	33255	0.6809	9208	42464	16.6915
8	2048	1	2048	4	1	1	63640	7661	36360	10667	0.1833	18328	12865	11440	6656	64	19457	0.6558	8894	28415	3.1817
16	2048	1	2048	4	1	1	63640	7763	36360	7296	0.1506	15059	9013	8150	3750	32	12731	0.5499	5613	18376	2.4042
32	2048	1	2048	4	1	1	63640	8905	36360	5869	0.1477	14774	7672	6713	2261	16	9917	0.4623	4121	14054	2.1620
64	2048	1	2048	4	1	1	63640	10789	36360	5333	0.1612	16122	8387	6399	1677	8	10056	0.4469	3923	13987	2.4066
128	2048	1	2048	4	1	1	63640	14720	36360	5537	0.2026	20257	10600	7047	1641	4	12237	0.4483	4242	16483	3.2335
256	2048	1	2048	4	1	1	63640	17935	36360	6197	0.2413	24132	14511	7882	2278	2	16787	0.5244	5345	22134	4.9546
512	2048	1	2048	4	1	1	63640	23352	36360	7614	0.3097	30966	20404	9672	3041	1	23444	0.5769	6747	30192	8.5720
8	2048	1	2048	8	1	1	63640	7661	36360	10667	0.1833	18328	12547	11440	6792	32	19307	0.6497	8825	28164	3.1776
16	2048	1	2048	8	1	1	63640	7763	36360	7296	0.1506	15059	8568	8150	3837	16	12389	0.5345	5542	17947	2.3716
32	2048	1	2048	8	1	1	63640	8905	36360	5869	0.1477	14774	7309	6713	2382	8	9683	0.4510	4093	13784	2.1418
64	2048	1	2048	8	1	1	63640	10789	36360	5333	0.1612	16122	8134	6399	1855	4	9985	0.4435	3890	13879	2.4109
128	2048	1	2048	8	1	1	63640	14720	36360	5537	0.2026	20257	10198	7047	1750	2	11946	0.4376	4179	16127	3.2016
256	2048	1	2048	8	1	1	63640	17935	36360	6197	0.2413	24132	13462	7882	2359	1	15820	0.4942	5045	20866	4.7744
8	2048	1	2048	16	1	1	63640	7661	36360	10667	0.1833	18328	12411	11440	6867	16	19262	0.6476	8800	28078	3.2067
16	2048	1	2048	16	1	1	63640	7763	36360	7296	0.1506	15059	8376	8150	3851	8	12219	0.5268	5415	17642	2.3781
32	2048	1	2048	16	1	1	63640	8905	36360	5869	0.1477	14774	7111	6713	2430	4	9537	0.4440	4025	13566	2.1497
64	2048	1	2048	16	1	1	63640	10789	36360	5333	0.1612	16122	7859	6399	1775	2	9632	0.4278	3887	13521	2.3873
128	2048	1	2048	16	1	1	63640	14720	36360	5537	0.2026	20257	9960	7047	1981	1	11940	0.4373	4176	16117	3.2409
8	2048	2	2048	1	1	1	63640	5661	36360	9546	0.1521	15207	14253	10055	3352	256	17349	0.6969	9648	27253	2.8292
16	2048	2	2048	1	1	1	63640	5477	36360	6349	0.1183	11826	10804	6928	2773	128	13449	0.7240	6523	20100	2.3926
32	2048	2	2048	1	1	1	63640	5994	36360	4720	0.1071	10714	9509	5391	2512	64	11957	0.7464	4940	16961	2.3161
64	2048	2	2048	1	1	1	63640	7439	36360	4145	0.1158	11584	10192	4970	2495	32	12655	0.7664	4562	17249	2.6681
128	2048	2	2048	1	1	1	63640	10727	36360	4117	0.1484	14844	13004	5343	2863	16	15851	0.7860	4886	20753	3.7159
256	2048	2	2048	1	1	1	63640	14886	36360	5279	0.2016	20165	17211	6935	3629	8	20832	0.7690	6084	26924	5.6435
512	2048	2	2048	1	1	1	63640	19310	36360	6584	0.2589	25894	22823	8089	4369	4	27188	0.8002	7460	34652	9.4323
1024	2048	2	2048	1	1	1	63640	24861	36360	8030	0.3289	32891	29934	9656	5545	2	35477	0.8339	9394	44873	17.5318
8	2048	2	2048	2	1	1	63640	5661	36360	9546	0.1521	15207	14190	10055	7833	128	21895	0.8718	9543	31566	3.3649
16	2048	2	2048	2	1	1	63640	5477	36360	6349	0.1183	11826	10670	6928	4891	64	15497	0.8297	6444	22005	2.6520
32	2048	2	2048	2	1	1	63640	5994	36360	4720	0.1071	10714	9472	5391	3392	32	12832	0.7988	4902	17766	2.4365
64	2048	2	2048	2	1	1	63640	7439	36360	4145	0.1158	11584	10278	4970	2898	16	13160	0.7959	4605	17781	2.7463
128	2048	2	2048	2	1	1	63640	10727	36360	4117	0.1484	14844	13205	5343	2849	8	16046	0.7953	4819	20873	3.7526
256	2048	2	2048	2	1	1	63640	14886	36360	5279	0.2016	20165	17709	6935	3544	4	21249	0.7842	6213	27466	5.7346
512	2048	2	2048	2	1	1	63640	19310	36360	6584	0.2589	25894	23520	8089	3733	2	27251	0.8020	7308	34561	9.4555
1024	2048	2	2048	2	1	1	63640	24861	36360	8030	0.3289	32891	30899	9656	4465	1	35363	0.8312	9001	44365	17.4938
8	2048	2	2048	4	1	1	63640	5661	36360	9546	0.1521	15207	12973	10055	7502	64	20411	0.8105	9032	29507	3.1861
16	2048	2	2048	4	1	1	63640	5477	36360	6349	0.1183	11826	8983	6928	4388	32	13339	0.7130	5719	19090	2.3748
32	2048	2	2048	4	1	1	63640	5994	36360	4720	0.1071	10714	7782	5391	2883	16	10649	0.6622	4313	14978	2.1347
64	2048	2	2048	4	1	1	63640	7439	36360	4145	0.1158	11584	8342	4970	2510	8	10844	0.6556	4068	14920	2.3943
128	2048	2	2048	4	1	1	63640	10727	36360	4117	0.1484	14844	10640	5343	2364	4	13000	0.6442	4284	17288	3.2218
256	2048	2	2048	4	1	1	63640	14886	36360	5279	0.2016	20165	14635	6935	2944	2	17577	0.6487	5691	23270	4.9792
512	2048	2	2048	4	1	1	63640	19310	36360	6584	0.2589	25894	20127	8089	3579	1	23705	0.6976	6854	30560	8.4955
8	2048	2	2048	8	1	1	63640	5661	36360	9546	0.1521	15207	12622	10055	7557	32	20147	0.7988	8885	29064	3.1657
16	2048	2	2048	8	1	1	63640	5477	36360	6349	0.1183	11826	8480	6928	4333	16	12797	0.6832	5500	18313	2.3145
32	2048	2	2048	8	1	1	63640	5994	36360	4720	0.1071	10714	7403	5391	2983	8	10378	0.6449	4210	14596	2.1064
64	2048	2	2048	8	1	1	63640	7439	36360	4145	0.1158	11584	8012	4970	2415	4	10423	0.6299	3934	14361	2.3405
128	2048	2	2048	8	1	1	63640	10727	36360	4117	0.1484	14844	10207	5343	2333	2	12538	0.6212	4160	16700	3.1547
256	2048	2	2048	8	1	1	63640	14886	36360	5279	0.2016	20165	13331	6935	2862	1	16192	0.5975	5117	21310	4.7106
8	2048	2	2048	16	1	1	63640	5661	36360	9546	0.1521	15207	12511	10055	7505	16	20000	0.7923	8788	28804	3.1765
16	2048	2	2048	16	1	1	63640	5477	36360	6349	0.1183	11826	8287	6928	4261	8	12540	0.6691	5334	17882	2.3039
32	2048	2	2048	16	1	1	63640	5994	36360	4720	0.1071	10714	7077	5391	2889	4	9962	0.6188	4052	14018	2.0692
64	2048	2	2048	16	1	1	63640	7439	36360	4145	0.1158	11584	7697	4970	2382	2	10077	0.6089	3949	14028	2.3101
128	2048	2	2048	16	1	1	63640	10727	36360	4117	0.1484	14844	9951	5343	2517	1	12467	0.6176	4196	16664	3.1717
8	2048	4	2048	1	1	1	63640	4840	36360	9034	0.1387	13874	12892	9431	3666	256	16302	0.7105	9023	25581	2.6971
16	2048	4	2048	1	1	1	63640	4699	36360	5922	0.1062	10621	9281	6339	2846	128	11999	0.7150	5852	17979	2.2135
32	2048	4	2048	1	1	1	63640	5170	36360	4452	0.0962	9622	8130	4942	2656	64	10722	0.7406	4434	15220	2.1549
64	2048	4	2048	1	1	1	63640	6496	36360	3830	0.1033	10326	8599	4523	2628	32	11195	0.7561	4152	15379	2.4494
128	2048	4	2048	1	1	1	63640	9363	36360	3974	0.1334	13337	11018	5108	3341	16	14343	0.7785	4519	18878	3.4163
256	2048	4	2048	1	1	1	63640	12939	36360	4847	0.1779	17786	14911	6322	4026	8	18929	0.7855	5559	24496	5.1936
512	2048	4	2048	1	1	1	63640	17954	36360	6132	0.2409	24086	20766	7749	4940	4	25702	0.8075	7149	32855	8.9646
8	2048	4	2048	2	1	1	63640	4840	36360	9034	0.1387	13874	12905	9431	7557	128	20334	0.8780	8930	29392	3.1654
16	2048	4	2048	2	1	1	63640	4699	36360	5922	0.1062	10621	9210	6339	4490	64	13636	0.8078	5746	19446	2.4181
32	2048	4	2048	2	1	1	63640	5170	36360	4452	0.0962	9622	8025	4942	3265	32	11258	0.7752	4358	15648	2.2273
64	2048	4	2048	2	1	1	63640	6496	36360	3830	0.1033	10326	8592	4523	2994	16	11570	0.7803	4146	15732	2.5069
128	2048	4	2048	2	1	1	63640	9363	36360	3974	0.1334	13337	11040	5108	3148	8	14180	0.7692	4438	18626	3.3900
256	2048	4	2048	2	1	1	63640	12939	36360	4847	0.1779	17786	14854	6322	3919	4	18769	0.7787	5529	24302	5.1642
512	2048	4	2048	2	1	1	63640	17954	36360	6132	0.2409	24086	20413	7749	5018	2	25429	0.7988	6991	32422	8.8957
8	2048	4	2048	4	1	1	63640	4840	36360	9034	0.1387	13874	12808	9431	7954	64	20698	0.8909	8967	29729	3.2081
16	2048	4	2048	4	1	1	63640	4699	36360	5922	0.1062	10621	9123	6339	4800	32	13891	0.8209	5736	19659	2.4520
32	2048	4	2048	4	1	1	63640	5170	36360	4452	0.0962	9622	8100	4942	3461	16	11545	0.7938	4498	16059	2.2697
64	2048	4	2048	4	1	1	63640	6496	36360	3830	0.1033	10326	8629	4523	2984	8	11605	0.7821	4152	15765	2.5162
128	2048	4	2048	4	1	1	63640	9363	36360	3974	0.1334	13337	11200	5108	3238	4	14434	0.7828	4523	18961	3.4400
256	2048	4	2048	4	1	1	63640	12939	36360	4847	0.1779	17786	15145	6322	3917	2	19060	0.7907	5721	24783	5.2328
512	2048	4	2048	4	1	1	63640	17954	36360	6132	0.2409	24086	20897	7749	5057	1	25953	0.8153	7114	33068	9.0502
8	2048	4	2048	8	1	1	63640	4840	36360	9034	0.1387	13874	12407	9431	7840	32	20215	0.8688	8744	28991	3.1607
16	2048	4	2048	8	1	1	63640	4699	36360	5922	0.1062	10621	8366	6339	4447	16	12797	0.7555	5339	18152	2.3201
32	2048	4	2048	8	1	1	63640	5170	36360	4452	0.0962	9622	7438	4942	3381	8	10811	0.7429	4303	15122	2.1763
64	2048	4	2048	8	1	1	63640	6496	36360	3830	0.1033	10326	8127	4523	2803	4	10926	0.7361	3959	14889	2.4221
128	2048	4	2048	8	1	1	63640	9363	36360	3974	0.1334	13337	10270	5108	2819	2	13087	0.7096	4252	17341	3.2193
256	2048	4	2048	8	1	1	63640	12939	36360	4847	0.1779	17786	13462	6322	3411	1	16872	0.6999	5119	21992	4.7984
8	2048	4	2048	16	1	1	63640	4840	36360	9034	0.1387	13874	12297	9431	7746	16	20027	0.8600	8654	28697	3.1641
16	2048	4	2048	16	1	1	63640	4699	36360	5922	0.1062	10621	8147	6339	4397	8	12536	0.7396	5229	17773	2.3069
32	2048	4	2048	16	1	1	63640	5170	36360	4452	0.0962	9622	7032	4942	3025	4	10053	0.6905	4028	14085	2.0899
64	2048	4	2048	16	1	1	63640	6496	36360	3830	0.1033	10326	7673	4523	2676	2	10347	0.6969	3878	14227	2.3538
128	2048	4	2048	16	1	1	63640	9363	36360	3974	0.1334	13337	10088	5108	3017	1	13104	0.7105	4253	17358	3.2487
8	2048	8	2048	1	1	1	63640	4475	36360	8714	0.1319	13189	12358	9108	3832	256	15934	0.7261	8794	24984	2.7235
16	2048	8	2048	1	1	1	63640	4108	36360	5577	0.0969	9685	8585	5944	2841	128	11298	0.7311	5604	17030	2.1842
32	2048	8	2048	1	1	1	63640	4744	36360	4325	0.0907	9069	7605	4788	2706	64	10247	0.7441	4297	14608	2.1613
64	2048	8	2048	1	1	1	63640	6121	36360	3836	0.0996	9957	8215	4484	2837	32	11020	0.7653	4144	15196	2.4986
128	2048	8	2048	1	1	1	63640	8735	36360	3854	0.1259	12589	10336	4817	3310	16	13630	0.7840	4349	17995	3.3727
256	2048	8	2048	1	1	1	63640	12404	36360	4855	0.1726	17259	14187	6186	4168	8	18347	0.7829	5469	23824	5.1496
8	2048	8	2048	2	1	1	63640	4475	36360	8714	0.1319	13189	12438	9108	7752	128	20062	0.9055	8792	28982	3.2001
16	2048	8	2048	2	1	1	63640	4108	36360	5577	0.0969	9685	8432	5944	4621	64	12989	0.8352	5533	18586	2.3933
32	2048	8	2048	2	1	1	63640	4744	36360	4325	0.0907	9069	7449	4788	3321	32	10738	0.7772	4211	14981	2.2267
64	2048	8	2048	2	1	1	63640	6121	36360	3836	0.0996	9957	8122	4484	3223	16	11329	0.7856	4071	15416	2.5455
128	2048	8	2048	2	1	1	63640	8735	36360	3854	0.1259	12589	10344	4817	3281	8	13617	0.7828	4294	17919	3.3722
256	2048	8	2048	2	1	1	63640	12404	36360	4855	0.1726	17259	14066	6186	4089	4	18151	0.7744	5403	23558	5.1127
8	2048	8	2048	4	1	1	63640	4475	36360	8714	0.1319	13189	12423	9108	8080	64	20439	0.9195	8776	29279	3.2437
